filepath,label,video_id,subset
/content/extracted_images/train/Menulis/BISINDO_Menulis_035_frame3.jpg,Menulis,BISINDO_Menulis_035,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_001_frame1.jpg,Menulis,BISINDO_Menulis_001,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_001_frame2.jpg,Menulis,BISINDO_Menulis_001,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_001_frame3.jpg,Menulis,BISINDO_Menulis_001,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_013_frame1.jpg,Menulis,BISINDO_Menulis_013,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_013_frame2.jpg,Menulis,BISINDO_Menulis_013,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_013_frame3.jpg,Menulis,BISINDO_Menulis_013,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_014_frame1.jpg,Menulis,BISINDO_Menulis_014,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_014_frame2.jpg,Menulis,BISINDO_Menulis_014,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_014_frame3.jpg,Menulis,BISINDO_Menulis_014,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_009_frame1.jpg,Menulis,BISINDO_Menulis_009,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_009_frame2.jpg,Menulis,BISINDO_Menulis_009,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_009_frame3.jpg,Menulis,BISINDO_Menulis_009,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_048_frame1.jpg,Menulis,BISINDO_Menulis_048,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_048_frame2.jpg,Menulis,BISINDO_Menulis_048,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_048_frame3.jpg,Menulis,BISINDO_Menulis_048,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_034_frame1.jpg,Menulis,BISINDO_Menulis_034,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_034_frame2.jpg,Menulis,BISINDO_Menulis_034,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_034_frame3.jpg,Menulis,BISINDO_Menulis_034,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_031_frame1.jpg,Menulis,BISINDO_Menulis_031,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_031_frame2.jpg,Menulis,BISINDO_Menulis_031,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_031_frame3.jpg,Menulis,BISINDO_Menulis_031,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_026_frame1.jpg,Menulis,BISINDO_Menulis_026,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_026_frame2.jpg,Menulis,BISINDO_Menulis_026,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_026_frame3.jpg,Menulis,BISINDO_Menulis_026,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_023_frame1.jpg,Menulis,BISINDO_Menulis_023,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_023_frame2.jpg,Menulis,BISINDO_Menulis_023,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_023_frame3.jpg,Menulis,BISINDO_Menulis_023,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_011_frame1.jpg,Menulis,BISINDO_Menulis_011,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_011_frame2.jpg,Menulis,BISINDO_Menulis_011,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_011_frame3.jpg,Menulis,BISINDO_Menulis_011,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_028_frame1.jpg,Menulis,BISINDO_Menulis_028,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_028_frame2.jpg,Menulis,BISINDO_Menulis_028,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_028_frame3.jpg,Menulis,BISINDO_Menulis_028,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_017_frame1.jpg,Menulis,BISINDO_Menulis_017,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_017_frame2.jpg,Menulis,BISINDO_Menulis_017,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_017_frame3.jpg,Menulis,BISINDO_Menulis_017,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_008_frame1.jpg,Menulis,BISINDO_Menulis_008,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_008_frame2.jpg,Menulis,BISINDO_Menulis_008,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_008_frame3.jpg,Menulis,BISINDO_Menulis_008,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_007_frame1.jpg,Menulis,BISINDO_Menulis_007,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_007_frame2.jpg,Menulis,BISINDO_Menulis_007,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_007_frame3.jpg,Menulis,BISINDO_Menulis_007,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_046_frame1.jpg,Menulis,BISINDO_Menulis_046,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_046_frame2.jpg,Menulis,BISINDO_Menulis_046,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_046_frame3.jpg,Menulis,BISINDO_Menulis_046,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_002_frame1.jpg,Menulis,BISINDO_Menulis_002,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_002_frame2.jpg,Menulis,BISINDO_Menulis_002,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_002_frame3.jpg,Menulis,BISINDO_Menulis_002,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_003_frame1.jpg,Menulis,BISINDO_Menulis_003,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_003_frame2.jpg,Menulis,BISINDO_Menulis_003,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_003_frame3.jpg,Menulis,BISINDO_Menulis_003,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_005_frame1.jpg,Menulis,BISINDO_Menulis_005,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_005_frame2.jpg,Menulis,BISINDO_Menulis_005,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_005_frame3.jpg,Menulis,BISINDO_Menulis_005,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_040_frame1.jpg,Menulis,BISINDO_Menulis_040,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_040_frame2.jpg,Menulis,BISINDO_Menulis_040,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_040_frame3.jpg,Menulis,BISINDO_Menulis_040,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_032_frame1.jpg,Menulis,BISINDO_Menulis_032,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_032_frame2.jpg,Menulis,BISINDO_Menulis_032,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_032_frame3.jpg,Menulis,BISINDO_Menulis_032,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_006_frame1.jpg,Menulis,BISINDO_Menulis_006,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_006_frame2.jpg,Menulis,BISINDO_Menulis_006,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_006_frame3.jpg,Menulis,BISINDO_Menulis_006,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_027_frame1.jpg,Menulis,BISINDO_Menulis_027,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_027_frame2.jpg,Menulis,BISINDO_Menulis_027,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_027_frame3.jpg,Menulis,BISINDO_Menulis_027,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_019_frame1.jpg,Menulis,BISINDO_Menulis_019,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_019_frame2.jpg,Menulis,BISINDO_Menulis_019,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_019_frame3.jpg,Menulis,BISINDO_Menulis_019,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_042_frame1.jpg,Menulis,BISINDO_Menulis_042,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_042_frame2.jpg,Menulis,BISINDO_Menulis_042,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_042_frame3.jpg,Menulis,BISINDO_Menulis_042,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_045_frame1.jpg,Menulis,BISINDO_Menulis_045,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_045_frame2.jpg,Menulis,BISINDO_Menulis_045,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_045_frame3.jpg,Menulis,BISINDO_Menulis_045,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_022_frame1.jpg,Menulis,BISINDO_Menulis_022,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_022_frame2.jpg,Menulis,BISINDO_Menulis_022,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_022_frame3.jpg,Menulis,BISINDO_Menulis_022,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_043_frame1.jpg,Menulis,BISINDO_Menulis_043,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_043_frame2.jpg,Menulis,BISINDO_Menulis_043,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_043_frame3.jpg,Menulis,BISINDO_Menulis_043,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_025_frame1.jpg,Menulis,BISINDO_Menulis_025,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_025_frame2.jpg,Menulis,BISINDO_Menulis_025,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_025_frame3.jpg,Menulis,BISINDO_Menulis_025,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_039_frame1.jpg,Menulis,BISINDO_Menulis_039,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_039_frame2.jpg,Menulis,BISINDO_Menulis_039,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_039_frame3.jpg,Menulis,BISINDO_Menulis_039,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_038_frame1.jpg,Menulis,BISINDO_Menulis_038,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_038_frame2.jpg,Menulis,BISINDO_Menulis_038,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_038_frame3.jpg,Menulis,BISINDO_Menulis_038,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_004_frame1.jpg,Menulis,BISINDO_Menulis_004,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_004_frame2.jpg,Menulis,BISINDO_Menulis_004,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_004_frame3.jpg,Menulis,BISINDO_Menulis_004,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_050_frame1.jpg,Menulis,BISINDO_Menulis_050,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_050_frame2.jpg,Menulis,BISINDO_Menulis_050,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_050_frame3.jpg,Menulis,BISINDO_Menulis_050,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_020_frame1.jpg,Menulis,BISINDO_Menulis_020,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_020_frame2.jpg,Menulis,BISINDO_Menulis_020,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_020_frame3.jpg,Menulis,BISINDO_Menulis_020,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_018_frame1.jpg,Menulis,BISINDO_Menulis_018,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_018_frame2.jpg,Menulis,BISINDO_Menulis_018,train
/content/extracted_images/train/Menulis/BISINDO_Menulis_018_frame3.jpg,Menulis,BISINDO_Menulis_018,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_016_frame1.jpg,Kalian,BISINDO_Kalian_016,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_016_frame2.jpg,Kalian,BISINDO_Kalian_016,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_016_frame3.jpg,Kalian,BISINDO_Kalian_016,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_047_frame1.jpg,Kalian,BISINDO_Kalian_047,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_047_frame2.jpg,Kalian,BISINDO_Kalian_047,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_047_frame3.jpg,Kalian,BISINDO_Kalian_047,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_002_frame1.jpg,Kalian,BISINDO_Kalian_002,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_002_frame2.jpg,Kalian,BISINDO_Kalian_002,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_002_frame3.jpg,Kalian,BISINDO_Kalian_002,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_033_frame1.jpg,Kalian,BISINDO_Kalian_033,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_033_frame2.jpg,Kalian,BISINDO_Kalian_033,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_033_frame3.jpg,Kalian,BISINDO_Kalian_033,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_049_frame1.jpg,Kalian,BISINDO_Kalian_049,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_049_frame2.jpg,Kalian,BISINDO_Kalian_049,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_049_frame3.jpg,Kalian,BISINDO_Kalian_049,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_048_frame1.jpg,Kalian,BISINDO_Kalian_048,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_048_frame2.jpg,Kalian,BISINDO_Kalian_048,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_048_frame3.jpg,Kalian,BISINDO_Kalian_048,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_043_frame1.jpg,Kalian,BISINDO_Kalian_043,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_043_frame2.jpg,Kalian,BISINDO_Kalian_043,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_043_frame3.jpg,Kalian,BISINDO_Kalian_043,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_013_frame1.jpg,Kalian,BISINDO_Kalian_013,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_013_frame2.jpg,Kalian,BISINDO_Kalian_013,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_013_frame3.jpg,Kalian,BISINDO_Kalian_013,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_042_frame1.jpg,Kalian,BISINDO_Kalian_042,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_042_frame2.jpg,Kalian,BISINDO_Kalian_042,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_042_frame3.jpg,Kalian,BISINDO_Kalian_042,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_010_frame1.jpg,Kalian,BISINDO_Kalian_010,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_010_frame2.jpg,Kalian,BISINDO_Kalian_010,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_010_frame3.jpg,Kalian,BISINDO_Kalian_010,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_030_frame1.jpg,Kalian,BISINDO_Kalian_030,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_030_frame2.jpg,Kalian,BISINDO_Kalian_030,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_030_frame3.jpg,Kalian,BISINDO_Kalian_030,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_032_frame1.jpg,Kalian,BISINDO_Kalian_032,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_032_frame2.jpg,Kalian,BISINDO_Kalian_032,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_032_frame3.jpg,Kalian,BISINDO_Kalian_032,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_001_frame1.jpg,Kalian,BISINDO_Kalian_001,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_001_frame2.jpg,Kalian,BISINDO_Kalian_001,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_001_frame3.jpg,Kalian,BISINDO_Kalian_001,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_041_frame1.jpg,Kalian,BISINDO_Kalian_041,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_041_frame2.jpg,Kalian,BISINDO_Kalian_041,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_041_frame3.jpg,Kalian,BISINDO_Kalian_041,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_009_frame1.jpg,Kalian,BISINDO_Kalian_009,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_009_frame2.jpg,Kalian,BISINDO_Kalian_009,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_009_frame3.jpg,Kalian,BISINDO_Kalian_009,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_022_frame1.jpg,Kalian,BISINDO_Kalian_022,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_022_frame2.jpg,Kalian,BISINDO_Kalian_022,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_022_frame3.jpg,Kalian,BISINDO_Kalian_022,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_035_frame1.jpg,Kalian,BISINDO_Kalian_035,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_035_frame2.jpg,Kalian,BISINDO_Kalian_035,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_035_frame3.jpg,Kalian,BISINDO_Kalian_035,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_004_frame1.jpg,Kalian,BISINDO_Kalian_004,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_004_frame2.jpg,Kalian,BISINDO_Kalian_004,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_004_frame3.jpg,Kalian,BISINDO_Kalian_004,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_027_frame1.jpg,Kalian,BISINDO_Kalian_027,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_027_frame2.jpg,Kalian,BISINDO_Kalian_027,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_027_frame3.jpg,Kalian,BISINDO_Kalian_027,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_020_frame1.jpg,Kalian,BISINDO_Kalian_020,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_020_frame2.jpg,Kalian,BISINDO_Kalian_020,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_020_frame3.jpg,Kalian,BISINDO_Kalian_020,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_028_frame1.jpg,Kalian,BISINDO_Kalian_028,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_028_frame2.jpg,Kalian,BISINDO_Kalian_028,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_028_frame3.jpg,Kalian,BISINDO_Kalian_028,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_046_frame1.jpg,Kalian,BISINDO_Kalian_046,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_046_frame2.jpg,Kalian,BISINDO_Kalian_046,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_046_frame3.jpg,Kalian,BISINDO_Kalian_046,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_024_frame1.jpg,Kalian,BISINDO_Kalian_024,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_024_frame2.jpg,Kalian,BISINDO_Kalian_024,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_024_frame3.jpg,Kalian,BISINDO_Kalian_024,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_005_frame1.jpg,Kalian,BISINDO_Kalian_005,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_005_frame2.jpg,Kalian,BISINDO_Kalian_005,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_005_frame3.jpg,Kalian,BISINDO_Kalian_005,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_007_frame1.jpg,Kalian,BISINDO_Kalian_007,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_007_frame2.jpg,Kalian,BISINDO_Kalian_007,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_007_frame3.jpg,Kalian,BISINDO_Kalian_007,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_044_frame1.jpg,Kalian,BISINDO_Kalian_044,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_044_frame2.jpg,Kalian,BISINDO_Kalian_044,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_044_frame3.jpg,Kalian,BISINDO_Kalian_044,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_045_frame1.jpg,Kalian,BISINDO_Kalian_045,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_045_frame2.jpg,Kalian,BISINDO_Kalian_045,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_045_frame3.jpg,Kalian,BISINDO_Kalian_045,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_026_frame1.jpg,Kalian,BISINDO_Kalian_026,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_026_frame2.jpg,Kalian,BISINDO_Kalian_026,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_026_frame3.jpg,Kalian,BISINDO_Kalian_026,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_040_frame1.jpg,Kalian,BISINDO_Kalian_040,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_040_frame2.jpg,Kalian,BISINDO_Kalian_040,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_040_frame3.jpg,Kalian,BISINDO_Kalian_040,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_017_frame1.jpg,Kalian,BISINDO_Kalian_017,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_017_frame2.jpg,Kalian,BISINDO_Kalian_017,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_017_frame3.jpg,Kalian,BISINDO_Kalian_017,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_025_frame1.jpg,Kalian,BISINDO_Kalian_025,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_025_frame2.jpg,Kalian,BISINDO_Kalian_025,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_025_frame3.jpg,Kalian,BISINDO_Kalian_025,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_036_frame1.jpg,Kalian,BISINDO_Kalian_036,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_036_frame2.jpg,Kalian,BISINDO_Kalian_036,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_036_frame3.jpg,Kalian,BISINDO_Kalian_036,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_023_frame1.jpg,Kalian,BISINDO_Kalian_023,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_023_frame2.jpg,Kalian,BISINDO_Kalian_023,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_023_frame3.jpg,Kalian,BISINDO_Kalian_023,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_039_frame1.jpg,Kalian,BISINDO_Kalian_039,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_039_frame2.jpg,Kalian,BISINDO_Kalian_039,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_039_frame3.jpg,Kalian,BISINDO_Kalian_039,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_050_frame1.jpg,Kalian,BISINDO_Kalian_050,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_050_frame2.jpg,Kalian,BISINDO_Kalian_050,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_050_frame3.jpg,Kalian,BISINDO_Kalian_050,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_034_frame1.jpg,Kalian,BISINDO_Kalian_034,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_034_frame2.jpg,Kalian,BISINDO_Kalian_034,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_034_frame3.jpg,Kalian,BISINDO_Kalian_034,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_006_frame1.jpg,Kalian,BISINDO_Kalian_006,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_006_frame2.jpg,Kalian,BISINDO_Kalian_006,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_006_frame3.jpg,Kalian,BISINDO_Kalian_006,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_037_frame1.jpg,Kalian,BISINDO_Kalian_037,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_037_frame2.jpg,Kalian,BISINDO_Kalian_037,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_037_frame3.jpg,Kalian,BISINDO_Kalian_037,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_015_frame1.jpg,Kalian,BISINDO_Kalian_015,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_015_frame2.jpg,Kalian,BISINDO_Kalian_015,train
/content/extracted_images/train/Kalian/BISINDO_Kalian_015_frame3.jpg,Kalian,BISINDO_Kalian_015,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_027_frame1.jpg,Tidur,BISINDO_Tidur_027,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_027_frame2.jpg,Tidur,BISINDO_Tidur_027,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_027_frame3.jpg,Tidur,BISINDO_Tidur_027,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_047_frame1.jpg,Tidur,BISINDO_Tidur_047,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_047_frame2.jpg,Tidur,BISINDO_Tidur_047,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_047_frame3.jpg,Tidur,BISINDO_Tidur_047,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_018_frame1.jpg,Tidur,BISINDO_Tidur_018,train
/content/extracted_images/train/Tidur/BISINDO_Tidur_018_frame2.jpg,Tidur,BISINDO_Tidur_018,train
